urn:cts:latinLit:phi0690.phi002:1.294	arguto coniunx percurrit pectine telas,
urn:cts:latinLit:phi0690.phi002:1.295	aut dulcis musti Volcano decoquit humorem
urn:cts:latinLit:phi0690.phi002:1.296	et foliis undam trepidi despumat aeni.
urn:cts:latinLit:phi0690.phi002:1.297	At rubicunda Ceres medio succiditur aestu
urn:cts:latinLit:phi0690.phi002:1.298	et medio tostas aestu terit area fruges.
urn:cts:latinLit:phi0690.phi002:1.299	Nudus ara, sere nudus; hiems ignava colono.
urn:cts:latinLit:phi0690.phi002:1.300	Frigoribus parto agricolae plerumque fruuntur
urn:cts:latinLit:phi0690.phi002:1.301	mutuaque inter se laeti convivia curant.
urn:cts:latinLit:phi0690.phi002:1.302	Invitat genialis hiems curasque resolvit,
urn:cts:latinLit:phi0690.phi002:1.303	ceu pressae cum iam portum tetigere carinae,
urn:cts:latinLit:phi0690.phi002:1.304	puppibus et laeti nautae inposuere coronas.
urn:cts:latinLit:phi0690.phi002:1.305	Sed tamen et quernas glandes tum stringere tempus
urn:cts:latinLit:phi0690.phi002:1.306	et lauri bacas oleamque cruentaque myrta,
urn:cts:latinLit:phi0690.phi002:1.307	tum gruibus pedicas et retia ponere cervis
urn:cts:latinLit:phi0690.phi002:1.308	auritosque sequi lepores, tum figere dammas,
urn:cts:latinLit:phi0690.phi002:1.309	stuppea torquentem Balearis verbera fundae,
urn:cts:latinLit:phi0690.phi002:1.310	cum nix alta iacet, glaciem cum flumina trudunt.
urn:cts:latinLit:phi0690.phi002:1.311	Quid tempestates autumni et sidera dicam,
urn:cts:latinLit:phi0690.phi002:1.312	atque, ubi iam breviorque dies et mollior aestas,
urn:cts:latinLit:phi0690.phi002:1.313	quae vigilanda viris. vel cum ruit imbriferum ver,
urn:cts:latinLit:phi0690.phi002:1.314	spicea iam campis cum messis inhorruit et cum
urn:cts:latinLit:phi0690.phi002:1.315	frumenta in viridi stipula lactentia turgent.
urn:cts:latinLit:phi0690.phi002:1.316	Saepe ego, cum flavis messorem induceret arvis
urn:cts:latinLit:phi0690.phi002:1.317	agricola et fragili iam stringeret hordea culmo,
